,CWD_Status,Case_ID,Province,Sex,Species,Year
6161,Negative,4754,Alberta,Female,Mule Deer,2007
6162,Negative,4755,Alberta,Female,Mule Deer,2007
6163,Negative,4756,Alberta,Female,Mule Deer,2007
6164,Negative,4757,Alberta,Female,Mule Deer,2007
6165,Negative,4758,Alberta,Female,Mule Deer,2007
6166,Negative,4759,Alberta,Female,Mule Deer,2007
6167,Negative,4760,Alberta,Female,Mule Deer,2007
6168,Negative,4776,Alberta,Female,Mule Deer,2007
6169,Negative,4894,Alberta,Female,Mule Deer,2007
6170,Negative,4929,Alberta,Female,Mule Deer,2007
6171,Negative,11146,Alberta,Female,White-tailed Deer,2007
6172,Negative,11279,Alberta,Female,White-tailed Deer,2007
6173,Negative,11565,Alberta,Female,White-tailed Deer,2007
6174,Negative,11633,Alberta,Female,White-tailed Deer,2007
6175,Negative,11682,Alberta,Female,White-tailed Deer,2007
6176,Negative,11683,Alberta,Female,White-tailed Deer,2007
6177,Negative,11684,Alberta,Female,White-tailed Deer,2007
6178,Negative,11685,Alberta,Female,White-tailed Deer,2007
6179,Negative,15357,Alberta,Male,Mule Deer,2007
6180,Negative,16223,Alberta,Male,Mule Deer,2007
6181,Negative,16224,Alberta,Male,Mule Deer,2007
6182,Negative,16226,Alberta,Male,Mule Deer,2007
6183,Negative,16227,Alberta,Male,Mule Deer,2007
6184,Negative,16228,Alberta,Male,Mule Deer,2007
6185,Negative,16229,Alberta,Male,Mule Deer,2007
6186,Negative,16230,Alberta,Male,Mule Deer,2007
6187,Negative,16231,Alberta,Male,Mule Deer,2007
6188,Negative,16232,Alberta,Male,Mule Deer,2007
6189,Negative,16233,Alberta,Male,Mule Deer,2007
6190,Negative,16338,Alberta,Male,Mule Deer,2007
6191,Negative,16374,Alberta,Male,Mule Deer,2007
6192,Negative,16461,Alberta,Male,Mule Deer,2007
6193,Negative,21176,Alberta,Male,White-tailed Deer,2007
6194,Negative,21178,Alberta,Male,White-tailed Deer,2007
6195,Negative,21179,Alberta,Male,White-tailed Deer,2007
6196,Negative,21180,Alberta,Male,White-tailed Deer,2007
6197,Negative,21182,Alberta,Male,White-tailed Deer,2007
6198,Negative,21185,Alberta,Male,White-tailed Deer,2007
6199,Negative,21186,Alberta,Male,White-tailed Deer,2007
6200,Negative,21253,Alberta,Male,White-tailed Deer,2007
6201,Negative,21254,Alberta,Male,White-tailed Deer,2007
6202,Negative,3527,Alberta,Female,Mule Deer,2007
6203,Negative,3528,Alberta,Female,Mule Deer,2007
6204,Negative,3529,Alberta,Female,Mule Deer,2007
6205,Negative,3531,Alberta,Female,Mule Deer,2007
6206,Negative,4435,Alberta,Female,Mule Deer,2007
6207,Negative,4530,Alberta,Female,Mule Deer,2007
6208,Negative,4633,Alberta,Female,Mule Deer,2007
6209,Negative,4703,Alberta,Female,Mule Deer,2007
6210,Negative,4704,Alberta,Female,Mule Deer,2007
6211,Negative,4761,Alberta,Female,Mule Deer,2007
6212,Negative,4762,Alberta,Female,Mule Deer,2007
6213,Negative,4763,Alberta,Female,Mule Deer,2007
6214,Negative,4764,Alberta,Female,Mule Deer,2007
6215,Negative,4765,Alberta,Female,Mule Deer,2007
6216,Negative,4767,Alberta,Female,Mule Deer,2007
6217,Negative,4768,Alberta,Female,Mule Deer,2007
6218,Negative,4769,Alberta,Female,Mule Deer,2007
6219,Negative,4770,Alberta,Female,Mule Deer,2007
6220,Negative,4772,Alberta,Female,Mule Deer,2007
6221,Negative,4773,Alberta,Female,Mule Deer,2007
6222,Negative,4774,Alberta,Female,Mule Deer,2007
6223,Negative,4775,Alberta,Female,Mule Deer,2007
6224,Negative,4806,Alberta,Female,Mule Deer,2007
6225,Negative,4918,Alberta,Female,Mule Deer,2007
6226,Negative,5067,Alberta,Female,Mule Deer,2007
6227,Negative,5156,Alberta,Female,Mule Deer,2007
6228,Negative,11638,Alberta,Female,White-tailed Deer,2007
6229,Negative,11686,Alberta,Female,White-tailed Deer,2007
6230,Negative,16198,Alberta,Male,Mule Deer,2007
6231,Negative,16216,Alberta,Male,Mule Deer,2007
6232,Negative,16234,Alberta,Male,Mule Deer,2007
6233,Negative,16235,Alberta,Male,Mule Deer,2007
6234,Negative,16236,Alberta,Male,Mule Deer,2007
6235,Negative,16237,Alberta,Male,Mule Deer,2007
6236,Negative,16238,Alberta,Male,Mule Deer,2007
6237,Negative,16239,Alberta,Male,Mule Deer,2007
6238,Negative,16240,Alberta,Male,Mule Deer,2007
6239,Negative,21119,Alberta,Male,White-tailed Deer,2007
6240,Negative,21181,Alberta,Male,White-tailed Deer,2007
6241,Negative,21183,Alberta,Male,White-tailed Deer,2007
6242,Negative,21184,Alberta,Male,White-tailed Deer,2007
6243,Negative,21330,Alberta,Male,White-tailed Deer,2007
6244,Negative,21403,Alberta,Male,White-tailed Deer,2007
6245,Negative,3776,Alberta,Female,Mule Deer,2007
6246,Negative,4777,Alberta,Female,Mule Deer,2007
6247,Negative,4778,Alberta,Female,Mule Deer,2007
6248,Negative,4780,Alberta,Female,Mule Deer,2007
6249,Negative,4781,Alberta,Female,Mule Deer,2007
6250,Negative,4782,Alberta,Female,Mule Deer,2007
6251,Negative,4783,Alberta,Female,Mule Deer,2007
6252,Negative,4784,Alberta,Female,Mule Deer,2007
6253,Negative,4785,Alberta,Female,Mule Deer,2007
6254,Negative,4786,Alberta,Female,Mule Deer,2007
6255,Negative,4787,Alberta,Female,Mule Deer,2007
6256,Negative,4788,Alberta,Female,Mule Deer,2007
6257,Negative,4789,Alberta,Female,Mule Deer,2007
6258,Negative,4790,Alberta,Female,Mule Deer,2007
6259,Negative,4791,Alberta,Female,Mule Deer,2007
6260,Negative,4792,Alberta,Female,Mule Deer,2007
6261,Negative,11687,Alberta,Female,White-tailed Deer,2007
6262,Negative,11688,Alberta,Female,White-tailed Deer,2007
6263,Negative,11689,Alberta,Female,White-tailed Deer,2007
6264,Negative,15521,Alberta,Male,Mule Deer,2007
6265,Negative,15620,Alberta,Male,Mule Deer,2007
6266,Negative,16241,Alberta,Male,Mule Deer,2007
6267,Negative,16242,Alberta,Male,Mule Deer,2007
6268,Negative,16243,Alberta,Male,Mule Deer,2007
6269,Negative,16244,Alberta,Male,Mule Deer,2007
6270,Negative,16245,Alberta,Male,Mule Deer,2007
6271,Negative,16246,Alberta,Male,Mule Deer,2007
6272,Negative,16247,Alberta,Male,Mule Deer,2007
6273,Negative,16248,Alberta,Male,Mule Deer,2007
6274,Negative,16249,Alberta,Male,Mule Deer,2007
6275,Negative,16250,Alberta,Male,Mule Deer,2007
6276,Negative,16251,Alberta,Male,Mule Deer,2007
6277,Negative,16252,Alberta,Male,Mule Deer,2007
6278,Negative,16376,Alberta,Male,Mule Deer,2007
6279,Negative,16387,Alberta,Male,Mule Deer,2007
6280,Negative,20731,Alberta,Male,White-tailed Deer,2007
6281,Negative,3790,Alberta,Female,Mule Deer,2007
6282,Negative,3791,Alberta,Female,Mule Deer,2007
6283,Negative,4795,Alberta,Female,Mule Deer,2007
6284,Negative,4797,Alberta,Female,Mule Deer,2007
6285,Negative,4798,Alberta,Female,Mule Deer,2007
6286,Negative,4799,Alberta,Female,Mule Deer,2007
6287,Negative,4805,Alberta,Female,Mule Deer,2007
6288,Negative,4892,Alberta,Female,Mule Deer,2007
6289,Negative,4893,Alberta,Female,Mule Deer,2007
6290,Negative,4925,Alberta,Female,Mule Deer,2007
6291,Negative,4926,Alberta,Female,Mule Deer,2007
6292,Negative,5015,Alberta,Female,Mule Deer,2007
6293,Negative,5016,Alberta,Female,Mule Deer,2007
6294,Negative,5017,Alberta,Female,Mule Deer,2007
6295,Negative,5018,Alberta,Female,Mule Deer,2007
6296,Negative,5019,Alberta,Female,Mule Deer,2007
6297,Negative,5020,Alberta,Female,Mule Deer,2007
6298,Negative,5021,Alberta,Female,Mule Deer,2007
6299,Negative,5022,Alberta,Female,Mule Deer,2007
6300,Negative,5032,Alberta,Female,Mule Deer,2007
6301,Negative,5033,Alberta,Female,Mule Deer,2007
6302,Negative,5034,Alberta,Female,Mule Deer,2007
6303,Negative,5035,Alberta,Female,Mule Deer,2007
6304,Negative,5036,Alberta,Female,Mule Deer,2007
6305,Negative,5037,Alberta,Female,Mule Deer,2007
6306,Negative,5038,Alberta,Female,Mule Deer,2007
6307,Negative,5039,Alberta,Female,Mule Deer,2007
6308,Negative,5040,Alberta,Female,Mule Deer,2007
6309,Negative,11370,Alberta,Female,White-tailed Deer,2007
6310,Negative,11690,Alberta,Female,White-tailed Deer,2007
6311,Negative,11703,Alberta,Female,White-tailed Deer,2007
6312,Negative,11724,Alberta,Female,White-tailed Deer,2007
6313,Negative,11764,Alberta,Female,White-tailed Deer,2007
6314,Negative,11765,Alberta,Female,White-tailed Deer,2007
6315,Negative,11766,Alberta,Female,White-tailed Deer,2007
6316,Negative,11772,Alberta,Female,White-tailed Deer,2007
6317,Negative,15370,Alberta,Male,Mule Deer,2007
6318,Negative,15516,Alberta,Male,Mule Deer,2007
6319,Negative,15603,Alberta,Male,Mule Deer,2007
6320,Negative,16137,Alberta,Male,Mule Deer,2007
6321,Negative,16254,Alberta,Male,Mule Deer,2007
6322,Negative,16257,Alberta,Male,Mule Deer,2007
6323,Negative,16336,Alberta,Male,Mule Deer,2007
6324,Negative,16373,Alberta,Male,Mule Deer,2007
6325,Negative,16426,Alberta,Male,Mule Deer,2007
6326,Negative,16427,Alberta,Male,Mule Deer,2007
6327,Negative,16428,Alberta,Male,Mule Deer,2007
6328,Negative,16429,Alberta,Male,Mule Deer,2007
6329,Negative,16430,Alberta,Male,Mule Deer,2007
6330,Negative,16436,Alberta,Male,Mule Deer,2007
6331,Negative,16437,Alberta,Male,Mule Deer,2007
6332,Negative,16438,Alberta,Male,Mule Deer,2007
6333,Negative,16439,Alberta,Male,Mule Deer,2007
6334,Negative,16440,Alberta,Male,Mule Deer,2007
6335,Negative,16441,Alberta,Male,Mule Deer,2007
6336,Negative,16442,Alberta,Male,Mule Deer,2007
6337,Negative,16443,Alberta,Male,Mule Deer,2007
6338,Negative,16444,Alberta,Male,Mule Deer,2007
6339,Negative,16445,Alberta,Male,Mule Deer,2007
6340,Negative,16446,Alberta,Male,Mule Deer,2007
6341,Negative,16447,Alberta,Male,Mule Deer,2007
6342,Negative,21189,Alberta,Male,White-tailed Deer,2007
6343,Negative,21190,Alberta,Male,White-tailed Deer,2007
6344,Negative,21191,Alberta,Male,White-tailed Deer,2007
6345,Negative,21307,Alberta,Male,White-tailed Deer,2007
6346,Negative,21308,Alberta,Male,White-tailed Deer,2007
6347,Negative,21315,Alberta,Male,White-tailed Deer,2007
6348,Negative,21316,Alberta,Male,White-tailed Deer,2007
6349,Negative,21317,Alberta,Male,White-tailed Deer,2007
6350,Negative,21331,Alberta,Male,White-tailed Deer,2007
6351,Negative,3795,Alberta,Female,Mule Deer,2007
6352,Negative,3796,Alberta,Female,Mule Deer,2007
6353,Negative,3798,Alberta,Female,Mule Deer,2007
6354,Negative,3800,Alberta,Female,Mule Deer,2007
6355,Negative,4483,Alberta,Female,Mule Deer,2007
6356,Negative,4627,Alberta,Female,Mule Deer,2007
6357,Negative,4629,Alberta,Female,Mule Deer,2007
6358,Negative,4630,Alberta,Female,Mule Deer,2007
6359,Negative,4631,Alberta,Female,Mule Deer,2007
6360,Negative,4632,Alberta,Female,Mule Deer,2007
6361,Negative,4644,Alberta,Female,Mule Deer,2007
6362,Negative,4645,Alberta,Female,Mule Deer,2007
6363,Negative,4688,Alberta,Female,Mule Deer,2007
6364,Negative,4689,Alberta,Female,Mule Deer,2007
6365,Negative,4690,Alberta,Female,Mule Deer,2007
6366,Negative,4691,Alberta,Female,Mule Deer,2007
6367,Negative,4692,Alberta,Female,Mule Deer,2007
6368,Negative,4693,Alberta,Female,Mule Deer,2007
6369,Negative,4694,Alberta,Female,Mule Deer,2007
6370,Negative,4695,Alberta,Female,Mule Deer,2007
6371,Negative,4696,Alberta,Female,Mule Deer,2007
6372,Negative,4697,Alberta,Female,Mule Deer,2007
6373,Negative,4698,Alberta,Female,Mule Deer,2007
6374,Negative,4699,Alberta,Female,Mule Deer,2007
6375,Negative,4700,Alberta,Female,Mule Deer,2007
6376,Negative,4701,Alberta,Female,Mule Deer,2007
6377,Negative,4702,Alberta,Female,Mule Deer,2007
6378,Negative,4705,Alberta,Female,Mule Deer,2007
6379,Negative,4706,Alberta,Female,Mule Deer,2007
6380,Negative,4707,Alberta,Female,Mule Deer,2007
6381,Negative,4708,Alberta,Female,Mule Deer,2007
6382,Negative,4709,Alberta,Female,Mule Deer,2007
6383,Negative,4710,Alberta,Female,Mule Deer,2007
6384,Negative,4711,Alberta,Female,Mule Deer,2007
6385,Negative,4712,Alberta,Female,Mule Deer,2007
6386,Negative,4713,Alberta,Female,Mule Deer,2007
6387,Negative,4714,Alberta,Female,Mule Deer,2007
6388,Negative,4715,Alberta,Female,Mule Deer,2007
6389,Negative,4739,Alberta,Female,Mule Deer,2007
6390,Negative,4771,Alberta,Female,Mule Deer,2007
6391,Negative,4800,Alberta,Female,Mule Deer,2007
6392,Negative,4803,Alberta,Female,Mule Deer,2007
6393,Negative,4804,Alberta,Female,Mule Deer,2007
6394,Negative,4826,Alberta,Female,Mule Deer,2007
6395,Negative,4890,Alberta,Female,Mule Deer,2007
6396,Negative,4891,Alberta,Female,Mule Deer,2007
6397,Negative,4913,Alberta,Female,Mule Deer,2007
6398,Negative,4923,Alberta,Female,Mule Deer,2007
6399,Negative,4937,Alberta,Female,Mule Deer,2007
6400,Negative,4938,Alberta,Female,Mule Deer,2007
6401,Negative,4940,Alberta,Female,Mule Deer,2007
6402,Negative,4948,Alberta,Female,Mule Deer,2007
6403,Negative,4951,Alberta,Female,Mule Deer,2007
6404,Negative,4996,Alberta,Female,Mule Deer,2007
6405,Negative,4999,Alberta,Female,Mule Deer,2007
6406,Negative,5000,Alberta,Female,Mule Deer,2007
6407,Negative,5001,Alberta,Female,Mule Deer,2007
6408,Negative,5002,Alberta,Female,Mule Deer,2007
6409,Negative,5003,Alberta,Female,Mule Deer,2007
6410,Negative,5004,Alberta,Female,Mule Deer,2007
6411,Negative,5150,Alberta,Female,Mule Deer,2007
6412,Negative,5159,Alberta,Female,Mule Deer,2007
6413,Negative,5182,Alberta,Female,Mule Deer,2007
6414,Negative,5183,Alberta,Female,Mule Deer,2007
6415,Negative,5184,Alberta,Female,Mule Deer,2007
6416,Negative,11666,Alberta,Female,White-tailed Deer,2007
6417,Negative,11667,Alberta,Female,White-tailed Deer,2007
6418,Negative,11668,Alberta,Female,White-tailed Deer,2007
6419,Negative,11669,Alberta,Female,White-tailed Deer,2007
6420,Negative,11670,Alberta,Female,White-tailed Deer,2007
6421,Negative,11671,Alberta,Female,White-tailed Deer,2007
6422,Negative,11672,Alberta,Female,White-tailed Deer,2007
6423,Negative,11673,Alberta,Female,White-tailed Deer,2007
6424,Negative,11674,Alberta,Female,White-tailed Deer,2007
6425,Negative,11675,Alberta,Female,White-tailed Deer,2007
6426,Negative,11699,Alberta,Female,White-tailed Deer,2007
6427,Negative,11712,Alberta,Female,White-tailed Deer,2007
6428,Negative,11713,Alberta,Female,White-tailed Deer,2007
6429,Negative,11734,Alberta,Female,White-tailed Deer,2007
6430,Negative,15621,Alberta,Male,Mule Deer,2007
6431,Negative,15667,Alberta,Male,Mule Deer,2007
6432,Negative,15898,Alberta,Male,Mule Deer,2007
6433,Negative,16134,Alberta,Male,Mule Deer,2007
6434,Negative,16150,Alberta,Male,Mule Deer,2007
6435,Negative,16193,Alberta,Male,Mule Deer,2007
6436,Negative,16194,Alberta,Male,Mule Deer,2007
6437,Negative,16195,Alberta,Male,Mule Deer,2007
6438,Negative,16196,Alberta,Male,Mule Deer,2007
6439,Negative,16199,Alberta,Male,Mule Deer,2007
6440,Negative,16200,Alberta,Male,Mule Deer,2007
6441,Negative,16201,Alberta,Male,Mule Deer,2007
6442,Negative,16202,Alberta,Male,Mule Deer,2007
6443,Negative,16258,Alberta,Male,Mule Deer,2007
6444,Negative,16275,Alberta,Male,Mule Deer,2007
6445,Negative,16277,Alberta,Male,Mule Deer,2007
6446,Negative,16278,Alberta,Male,Mule Deer,2007
6447,Negative,16418,Alberta,Male,Mule Deer,2007
6448,Negative,16482,Alberta,Male,Mule Deer,2007
6449,Negative,16575,Alberta,Male,Mule Deer,2007
6450,Negative,21157,Alberta,Male,White-tailed Deer,2007
6451,Negative,21158,Alberta,Male,White-tailed Deer,2007
6452,Negative,21159,Alberta,Male,White-tailed Deer,2007
6453,Negative,21160,Alberta,Male,White-tailed Deer,2007
6454,Negative,21161,Alberta,Male,White-tailed Deer,2007
6455,Negative,21162,Alberta,Male,White-tailed Deer,2007
6456,Negative,21163,Alberta,Male,White-tailed Deer,2007
6457,Negative,21164,Alberta,Male,White-tailed Deer,2007
6458,Negative,21165,Alberta,Male,White-tailed Deer,2007
6459,Negative,21166,Alberta,Male,White-tailed Deer,2007
6460,Negative,21187,Alberta,Male,White-tailed Deer,2007
6461,Negative,21374,Alberta,Male,White-tailed Deer,2007
6462,Negative,4947,Alberta,Female,Mule Deer,2007
6463,Negative,11796,Alberta,Female,White-tailed Deer,2007
6464,Negative,4637,Alberta,Female,Mule Deer,2007
6465,Negative,4638,Alberta,Female,Mule Deer,2007
6466,Negative,5058,Alberta,Female,Mule Deer,2007
6467,Negative,5059,Alberta,Female,Mule Deer,2007
6468,Negative,5087,Alberta,Female,Mule Deer,2007
6469,Negative,5088,Alberta,Female,Mule Deer,2007
6470,Negative,5089,Alberta,Female,Mule Deer,2007
6471,Negative,5090,Alberta,Female,Mule Deer,2007
6472,Negative,5091,Alberta,Female,Mule Deer,2007
6473,Negative,5092,Alberta,Female,Mule Deer,2007
6474,Negative,5093,Alberta,Female,Mule Deer,2007
6475,Negative,5094,Alberta,Female,Mule Deer,2007
6476,Negative,5095,Alberta,Female,Mule Deer,2007
6477,Negative,5142,Alberta,Female,Mule Deer,2007
6478,Negative,11784,Alberta,Female,White-tailed Deer,2007
6479,Negative,11785,Alberta,Female,White-tailed Deer,2007
6480,Negative,11786,Alberta,Female,White-tailed Deer,2007
6481,Negative,16287,Alberta,Male,Mule Deer,2007
6482,Negative,16416,Alberta,Male,Mule Deer,2007
6483,Negative,16458,Alberta,Male,Mule Deer,2007
6484,Negative,16459,Alberta,Male,Mule Deer,2007
6485,Negative,16460,Alberta,Male,Mule Deer,2007
6486,Negative,16486,Alberta,Male,Mule Deer,2007
6487,Negative,16487,Alberta,Male,Mule Deer,2007
6488,Negative,16488,Alberta,Male,Mule Deer,2007
6489,Negative,16489,Alberta,Male,Mule Deer,2007
6490,Negative,16490,Alberta,Male,Mule Deer,2007
6491,Negative,16491,Alberta,Male,Mule Deer,2007
6492,Negative,16492,Alberta,Male,Mule Deer,2007
6493,Negative,16493,Alberta,Male,Mule Deer,2007
6494,Negative,16494,Alberta,Male,Mule Deer,2007
6495,Negative,16541,Alberta,Male,Mule Deer,2007
6496,Negative,21107,Alberta,Male,White-tailed Deer,2007
6497,Negative,21199,Alberta,Male,White-tailed Deer,2007
6498,Negative,21327,Alberta,Male,White-tailed Deer,2007
6499,Negative,21328,Alberta,Male,White-tailed Deer,2007
6500,Negative,21346,Alberta,Male,White-tailed Deer,2007
6501,Negative,21347,Alberta,Male,White-tailed Deer,2007
6502,Negative,3624,Alberta,Female,Mule Deer,2007
6503,Negative,4716,Alberta,Female,Mule Deer,2007
6504,Negative,4718,Alberta,Female,Mule Deer,2007
6505,Negative,4719,Alberta,Female,Mule Deer,2007
6506,Negative,4720,Alberta,Female,Mule Deer,2007
6507,Negative,4721,Alberta,Female,Mule Deer,2007
6508,Negative,4722,Alberta,Female,Mule Deer,2007
6509,Negative,4723,Alberta,Female,Mule Deer,2007
6510,Negative,4724,Alberta,Female,Mule Deer,2007
6511,Negative,4725,Alberta,Female,Mule Deer,2007
6512,Negative,4726,Alberta,Female,Mule Deer,2007
6513,Negative,4727,Alberta,Female,Mule Deer,2007
6514,Negative,4728,Alberta,Female,Mule Deer,2007
6515,Negative,4729,Alberta,Female,Mule Deer,2007
6516,Negative,4730,Alberta,Female,Mule Deer,2007
6517,Negative,4732,Alberta,Female,Mule Deer,2007
6518,Negative,4733,Alberta,Female,Mule Deer,2007
6519,Negative,4734,Alberta,Female,Mule Deer,2007
6520,Negative,4736,Alberta,Female,Mule Deer,2007
6521,Negative,4889,Alberta,Female,Mule Deer,2007
6522,Negative,5011,Alberta,Female,Mule Deer,2007
6523,Negative,5012,Alberta,Female,Mule Deer,2007
6524,Negative,5014,Alberta,Female,Mule Deer,2007
6525,Negative,5057,Alberta,Female,Mule Deer,2007
6526,Negative,5068,Alberta,Female,Mule Deer,2007
6527,Negative,5069,Alberta,Female,Mule Deer,2007
6528,Negative,5070,Alberta,Female,Mule Deer,2007
6529,Negative,5194,Alberta,Female,Mule Deer,2007
6530,Negative,11676,Alberta,Female,White-tailed Deer,2007
6531,Negative,11677,Alberta,Female,White-tailed Deer,2007
6532,Negative,11678,Alberta,Female,White-tailed Deer,2007
6533,Negative,11679,Alberta,Female,White-tailed Deer,2007
6534,Negative,11680,Alberta,Female,White-tailed Deer,2007
6535,Negative,11681,Alberta,Female,White-tailed Deer,2007
6536,Negative,11733,Alberta,Female,White-tailed Deer,2007
6537,Negative,11757,Alberta,Female,White-tailed Deer,2007
6538,Negative,15710,Alberta,Male,Mule Deer,2007
6539,Negative,16203,Alberta,Male,Mule Deer,2007
6540,Negative,16204,Alberta,Male,Mule Deer,2007
6541,Negative,16205,Alberta,Male,Mule Deer,2007
6542,Negative,16207,Alberta,Male,Mule Deer,2007
6543,Negative,16208,Alberta,Male,Mule Deer,2007
6544,Negative,16209,Alberta,Male,Mule Deer,2007
6545,Negative,16288,Alberta,Male,Mule Deer,2007
6546,Negative,16425,Alberta,Male,Mule Deer,2007
6547,Negative,21167,Alberta,Male,White-tailed Deer,2007
6548,Negative,21168,Alberta,Male,White-tailed Deer,2007
6549,Negative,21169,Alberta,Male,White-tailed Deer,2007
6550,Negative,21170,Alberta,Male,White-tailed Deer,2007
6551,Negative,4837,Alberta,Female,Mule Deer,2007
6552,Negative,4920,Alberta,Female,Mule Deer,2007
6553,Negative,4921,Alberta,Female,Mule Deer,2007
6554,Negative,4924,Alberta,Female,Mule Deer,2007
6555,Negative,4927,Alberta,Female,Mule Deer,2007
