,CWD_Status,Case_ID,Province,Sex,Species,Year
6941,Negative,16941,Saskatchewan,Male,White-tailed Deer,2013
6942,Negative,16942,Alberta,Male,Mule Deer,2013
6943,Negative,16943,Alberta,Male,Mule Deer,2013
6944,Negative,16944,Alberta,Male,Mule Deer,2013
6945,Negative,16945,Alberta,Male,Mule Deer,2013
6946,Negative,16946,Alberta,Male,Mule Deer,2013
6947,Negative,16947,Alberta,Male,White-tailed Deer,2013
6948,Negative,16948,Alberta,Male,Mule Deer,2013
6949,Negative,16949,Alberta,Male,White-tailed Deer,2013
6950,Negative,16950,Alberta,Male,Mule Deer,2013
6951,Negative,16951,Alberta,Female,White-tailed Deer,2013
6952,Negative,16952,Alberta,Male,White-tailed Deer,2013
6953,Negative,16953,Alberta,Male,White-tailed Deer,2013
6954,Negative,16954,Alberta,Male,White-tailed Deer,2013
6955,Negative,16955,Alberta,Male,White-tailed Deer,2013
6956,Negative,16956,Alberta,Female,Mule Deer,2013
6957,Negative,16957,Alberta,Female,White-tailed Deer,2013
6958,Negative,16958,Alberta,Male,Mule Deer,2013
6959,Negative,16959,Alberta,Male,White-tailed Deer,2013
6960,Negative,16960,Alberta,Male,Mule Deer,2013
6961,Negative,16961,Alberta,Male,Mule Deer,2013
6962,Negative,16962,Alberta,Male,White-tailed Deer,2013
6963,Negative,16963,Alberta,Male,White-tailed Deer,2013
6964,Negative,16964,Alberta,Male,Mule Deer,2013
6965,Negative,16965,Alberta,Male,Mule Deer,2013
6966,Negative,16966,Alberta,Male,White-tailed Deer,2013
6967,Negative,16967,Alberta,Male,Mule Deer,2013
6968,Negative,16968,Alberta,Male,Mule Deer,2013
6969,Negative,16969,Alberta,Female,White-tailed Deer,2013
6970,Negative,16970,Alberta,Male,Mule Deer,2013
6971,Negative,16971,Alberta,Female,Mule Deer,2013
6972,Negative,16972,Alberta,Female,Mule Deer,2013
6973,Negative,16973,Alberta,Male,Mule Deer,2013
6974,Negative,16974,Alberta,Male,White-tailed Deer,2013
6975,Negative,16975,Alberta,Female,Mule Deer,2013
6976,Negative,16976,Alberta,Female,Mule Deer,2013
6977,Negative,16977,Alberta,Male,Mule Deer,2013
6978,Negative,16978,Alberta,Male,Mule Deer,2013
6979,Negative,16979,Alberta,Male,Mule Deer,2013
6980,Negative,16980,Alberta,Male,White-tailed Deer,2013
6981,Negative,16981,Alberta,Male,Mule Deer,2013
6982,Negative,16982,Saskatchewan,Male,White-tailed Deer,2013
6983,Negative,16983,Alberta,Male,White-tailed Deer,2013
6984,Negative,16984,Alberta,Male,White-tailed Deer,2013
6985,Negative,16985,Alberta,Female,Mule Deer,2013
6986,Negative,16986,Alberta,Male,White-tailed Deer,2013
6987,Negative,16987,Alberta,Male,Mule Deer,2013
6988,Negative,16988,Alberta,Male,Mule Deer,2013
6989,Negative,16989,Alberta,Female,Mule Deer,2013
6990,Negative,16990,Alberta,Female,Mule Deer,2013
6991,Negative,16991,Alberta,Male,Mule Deer,2013
6992,Negative,16992,Alberta,Male,White-tailed Deer,2013
6993,Negative,16993,Alberta,Male,Mule Deer,2013
6994,Negative,16994,Alberta,Male,Mule Deer,2013
6995,Negative,16995,Alberta,Male,Mule Deer,2013
6996,Negative,16996,Alberta,Female,Mule Deer,2013
6997,Negative,16997,Alberta,Female,White-tailed Deer,2013
6998,Negative,16998,Alberta,Male,Mule Deer,2013
6999,Negative,16999,Alberta,Male,Mule Deer,2013
7000,Negative,17000,Alberta,Female,Mule Deer,2013
7001,Negative,17001,Alberta,Female,Mule Deer,2013
7002,Negative,17002,Alberta,Male,White-tailed Deer,2013
7003,Negative,17003,Alberta,Female,White-tailed Deer,2013
7004,Negative,17004,Alberta,Female,Mule Deer,2013
7005,Negative,17005,Alberta,Female,Mule Deer,2013
7006,Negative,17006,Alberta,Male,Mule Deer,2013
7007,Negative,17007,Alberta,Male,Mule Deer,2013
7008,Negative,17008,Alberta,Female,Mule Deer,2013
7009,Negative,17009,Alberta,Female,Mule Deer,2013
7010,Negative,17010,Alberta,Female,Mule Deer,2013
7011,Negative,17011,Alberta,Female,Mule Deer,2013
7012,Negative,17012,Alberta,Male,White-tailed Deer,2013
7013,Negative,17013,Alberta,Male,White-tailed Deer,2013
7014,Negative,17014,Saskatchewan,Male,Mule Deer,2013
7015,Negative,17015,Alberta,Male,White-tailed Deer,2013
7016,Negative,17016,Alberta,Male,White-tailed Deer,2013
7017,Negative,17017,Alberta,Female,White-tailed Deer,2013
7018,Negative,17018,Alberta,Female,Mule Deer,2013
7019,Negative,17019,Alberta,Female,Mule Deer,2013
7020,Negative,17020,Saskatchewan,Male,White-tailed Deer,2013
7021,Negative,17021,Alberta,Male,White-tailed Deer,2013
7022,Negative,17022,Montana,Male,White-tailed Deer,2013
7023,Negative,17023,Alberta,Female,Mule Deer,2013
7024,Negative,17024,Alberta,Female,White-tailed Deer,2013
7025,Negative,17025,Alberta,Female,Mule Deer,2013
7026,Negative,17026,Alberta,Female,Mule Deer,2013
7027,Negative,17027,Alberta,Female,Mule Deer,2013
7028,Negative,17028,Alberta,Male,White-tailed Deer,2013
7029,Negative,17029,Alberta,Male,Mule Deer,2013
7030,Negative,17030,Alberta,Male,Mule Deer,2013
7031,Negative,17031,Alberta,Male,Mule Deer,2013
7032,Negative,17032,Alberta,Male,Mule Deer,2013
7033,Negative,17033,Alberta,Male,White-tailed Deer,2013
7034,Negative,17034,Alberta,Female,Mule Deer,2013
7035,Negative,17035,Alberta,Female,Mule Deer,2013
7036,Negative,17036,Alberta,Female,White-tailed Deer,2013
7037,Negative,17037,Alberta,Female,White-tailed Deer,2013
7038,Negative,17038,Alberta,Female,Mule Deer,2013
7039,Negative,17039,Saskatchewan,Male,White-tailed Deer,2013
7040,Negative,17040,Saskatchewan,Male,White-tailed Deer,2013
7041,Negative,17041,Alberta,Male,White-tailed Deer,2013
7042,Negative,17042,Alberta,Female,Mule Deer,2013
7043,Negative,17043,Alberta,Male,White-tailed Deer,2013
7044,Negative,17044,Alberta,Male,White-tailed Deer,2013
7045,Negative,17045,Alberta,Female,White-tailed Deer,2013
7046,Negative,17046,Alberta,Female,White-tailed Deer,2013
7047,Negative,17047,Alberta,Male,White-tailed Deer,2013
7048,Negative,17048,Alberta,Male,White-tailed Deer,2013
7049,Negative,17049,Saskatchewan,Male,White-tailed Deer,2013
7050,Negative,17050,Saskatchewan,Male,Mule Deer,2013
7051,Negative,17051,Alberta,Male,White-tailed Deer,2013
7052,Negative,17052,Alberta,Male,White-tailed Deer,2013
7053,Negative,17053,Alberta,Female,Mule Deer,2013
7054,Negative,17054,Alberta,Female,Mule Deer,2013
7055,Negative,17055,Alberta,Male,Mule Deer,2013
7056,Negative,17056,Alberta,Male,Mule Deer,2013
7057,Negative,17057,Alberta,Male,Mule Deer,2013
7058,Negative,17058,Alberta,Male,Mule Deer,2013
7059,Negative,17059,Alberta,Male,Mule Deer,2013
7060,Negative,17060,Alberta,Female,Mule Deer,2013
7061,Negative,17061,Alberta,Female,White-tailed Deer,2013
7062,Negative,17062,Alberta,Male,Mule Deer,2013
7063,Negative,17063,Montana,Male,Mule Deer,2013
7064,Negative,17064,Saskatchewan,Female,Mule Deer,2013
7065,Negative,17065,Alberta,Male,White-tailed Deer,2013
7066,Negative,17066,Alberta,Female,Mule Deer,2013
7067,Negative,17067,Alberta,Male,Mule Deer,2013
7068,Negative,17068,Alberta,Male,Mule Deer,2013
7069,Negative,17069,Alberta,Female,Mule Deer,2013
7070,Negative,17070,Alberta,Male,White-tailed Deer,2013
7071,Negative,17071,Alberta,Female,White-tailed Deer,2013
7072,Negative,17072,Alberta,Male,White-tailed Deer,2013
7073,Negative,17073,Alberta,Male,Mule Deer,2013
7074,Negative,17074,Alberta,Female,White-tailed Deer,2013
7075,Negative,17075,Alberta,Female,Mule Deer,2013
7076,Negative,17076,Alberta,Female,Mule Deer,2013
7077,Negative,17077,Alberta,Male,White-tailed Deer,2013
7078,Negative,17078,Alberta,Female,White-tailed Deer,2013
7079,Negative,17079,Alberta,Male,White-tailed Deer,2013
7080,Negative,17080,Alberta,Female,Mule Deer,2013
7081,Negative,17081,Alberta,Male,Mule Deer,2013
7082,Negative,17082,Alberta,Male,Mule Deer,2013
7083,Negative,17083,Alberta,Female,Mule Deer,2013
7084,Negative,17084,Alberta,Female,Mule Deer,2013
7085,Negative,17085,Alberta,Male,White-tailed Deer,2013
7086,Negative,17086,Alberta,Male,Mule Deer,2013
7087,Negative,17087,Alberta,Male,White-tailed Deer,2013
7088,Negative,17088,Alberta,Male,White-tailed Deer,2013
7089,Negative,17089,Alberta,Male,Mule Deer,2013
7090,Negative,17090,Alberta,Male,White-tailed Deer,2013
7091,Negative,17091,Alberta,Male,Mule Deer,2013
7092,Negative,17092,Alberta,Male,White-tailed Deer,2013
7093,Negative,17093,Alberta,Male,Mule Deer,2013
7094,Negative,17094,Alberta,Male,White-tailed Deer,2013
7095,Negative,17095,Alberta,Male,White-tailed Deer,2013
7096,Negative,17096,Saskatchewan,Female,White-tailed Deer,2013
7097,Negative,17097,Alberta,Female,White-tailed Deer,2013
7098,Negative,17098,Alberta,Male,White-tailed Deer,2013
7099,Negative,17099,Alberta,Male,Mule Deer,2013
7100,Negative,17100,Alberta,Male,White-tailed Deer,2013
7101,Negative,17101,Alberta,Male,White-tailed Deer,2013
7102,Negative,17102,Alberta,Female,White-tailed Deer,2013
7103,Negative,17103,Alberta,Male,White-tailed Deer,2013
7104,Negative,17104,Alberta,Male,White-tailed Deer,2013
7105,Negative,17105,Alberta,Female,Mule Deer,2013
7106,Negative,17106,Alberta,Male,White-tailed Deer,2013
7107,Negative,17107,Alberta,Male,White-tailed Deer,2013
7108,Negative,17108,Alberta,Male,White-tailed Deer,2013
7109,Negative,17109,Alberta,Female,White-tailed Deer,2013
7110,Negative,17110,Alberta,Female,Mule Deer,2013
7111,Negative,17111,Alberta,Male,White-tailed Deer,2013
7112,Negative,17112,Alberta,Male,White-tailed Deer,2013
7113,Negative,17113,Saskatchewan,Male,White-tailed Deer,2013
7114,Negative,17114,Alberta,Male,White-tailed Deer,2013
7115,Negative,17115,Alberta,Female,White-tailed Deer,2013
7116,Negative,17116,Alberta,Male,Mule Deer,2013
7117,Negative,17117,Alberta,Female,White-tailed Deer,2013
7118,Negative,17118,Alberta,Male,White-tailed Deer,2013
7119,Negative,17119,Alberta,Male,White-tailed Deer,2013
7120,Negative,17120,Alberta,Male,White-tailed Deer,2013
7121,Negative,17121,Alberta,Male,White-tailed Deer,2013
7122,Negative,17122,Alberta,Male,White-tailed Deer,2013
7123,Negative,17123,Alberta,Male,White-tailed Deer,2013
7124,Negative,17124,Alberta,Male,Mule Deer,2013
7125,Negative,17125,Alberta,Male,Mule Deer,2013
7126,Negative,17126,Alberta,Male,White-tailed Deer,2013
7127,Negative,17127,Alberta,Male,Mule Deer,2013
7128,Negative,17128,Alberta,Female,White-tailed Deer,2013
7129,Negative,17129,Alberta,Male,White-tailed Deer,2013
7130,Negative,17130,Alberta,Male,White-tailed Deer,2013
7131,Negative,17131,Alberta,Male,Mule Deer,2013
7132,Negative,17132,Alberta,Male,White-tailed Deer,2013
7133,Negative,17133,Alberta,Male,White-tailed Deer,2013
7134,Negative,17134,Alberta,Female,Mule Deer,2013
7135,Negative,17135,Alberta,Male,Mule Deer,2013
7136,Negative,17136,Alberta,Female,Mule Deer,2013
7137,Negative,17137,Alberta,Female,Mule Deer,2013
7138,Negative,17138,Alberta,Female,Mule Deer,2013
7139,Negative,17139,Alberta,Female,Mule Deer,2013
7140,Negative,17140,Alberta,Male,Mule Deer,2013
7141,Negative,17141,Alberta,Female,Mule Deer,2013
7142,Negative,17142,Alberta,Female,White-tailed Deer,2013
7143,Negative,17143,Alberta,Female,Mule Deer,2013
7144,Negative,17144,Alberta,Female,Mule Deer,2013
7145,Negative,17145,Alberta,Female,Mule Deer,2013
7146,Negative,17146,Alberta,Male,White-tailed Deer,2013
7147,Negative,17147,Alberta,Female,Mule Deer,2013
7148,Negative,17148,Alberta,Female,Mule Deer,2013
7149,Negative,17149,Alberta,Female,White-tailed Deer,2013
7150,Negative,17150,Alberta,Female,White-tailed Deer,2013
7151,Negative,17151,Alberta,Female,White-tailed Deer,2013
7152,Negative,17152,Alberta,Female,Mule Deer,2013
7153,Negative,17153,Alberta,Female,Mule Deer,2013
7154,Negative,17154,Alberta,Male,White-tailed Deer,2013
7155,Negative,17155,Alberta,Male,White-tailed Deer,2013
7156,Negative,17156,Alberta,Female,Mule Deer,2013
7157,Negative,17157,Alberta,Male,White-tailed Deer,2013
7158,Negative,17158,Alberta,Male,White-tailed Deer,2013
7159,Negative,17159,Alberta,Male,Mule Deer,2013
7160,Negative,17160,Alberta,Male,Mule Deer,2013
7161,Negative,17161,Alberta,Male,Mule Deer,2013
7162,Negative,17162,Alberta,Male,Mule Deer,2013
7163,Negative,17163,Alberta,Male,White-tailed Deer,2013
7164,Negative,17164,Alberta,Female,Mule Deer,2013
7165,Negative,17165,Alberta,Male,Mule Deer,2013
7166,Negative,17166,Alberta,Female,Mule Deer,2013
7167,Negative,17167,Alberta,Male,White-tailed Deer,2013
7168,Negative,17168,Alberta,Female,Mule Deer,2013
7169,Negative,17169,Alberta,Female,White-tailed Deer,2013
7170,Negative,17170,Alberta,Female,Mule Deer,2013
7171,Negative,17171,Alberta,Female,White-tailed Deer,2013
7172,Negative,17172,Alberta,Male,White-tailed Deer,2013
7173,Negative,17173,Alberta,Female,Mule Deer,2013
7174,Negative,17174,Alberta,Female,Mule Deer,2013
7175,Negative,17175,Alberta,Female,Mule Deer,2013
7176,Negative,17176,Alberta,Female,Mule Deer,2013
7177,Negative,17177,Alberta,Female,Mule Deer,2013
7178,Negative,17178,Alberta,Male,White-tailed Deer,2013
7179,Negative,17179,Alberta,Male,White-tailed Deer,2013
7180,Negative,17180,Alberta,Male,White-tailed Deer,2013
7181,Negative,17181,Alberta,Male,White-tailed Deer,2013
7182,Negative,17182,Alberta,Male,White-tailed Deer,2013
7183,Negative,17183,Alberta,Male,Mule Deer,2013
7184,Negative,17184,Alberta,Female,White-tailed Deer,2013
7185,Negative,17185,Alberta,Female,White-tailed Deer,2013
7186,Negative,17186,Alberta,Female,White-tailed Deer,2013
7187,Negative,17187,Alberta,Male,Mule Deer,2013
7188,Negative,17188,Alberta,Male,White-tailed Deer,2013
7189,Negative,17189,Alberta,Male,White-tailed Deer,2013
7190,Negative,17190,Alberta,Male,White-tailed Deer,2013
7191,Negative,17191,Alberta,Female,Mule Deer,2013
7192,Negative,17192,Alberta,Male,Mule Deer,2013
7193,Negative,17193,Alberta,Female,Mule Deer,2013
7194,Negative,17194,Alberta,Male,Mule Deer,2013
7195,Negative,17195,Alberta,Female,White-tailed Deer,2013
7196,Negative,17196,Alberta,Female,Mule Deer,2013
7197,Negative,17197,Alberta,Female,Mule Deer,2013
7198,Negative,17198,Alberta,Male,Mule Deer,2013
7199,Negative,17199,Alberta,Female,Mule Deer,2013
7200,Negative,17200,Alberta,Male,White-tailed Deer,2013
7201,Negative,17201,Alberta,Male,White-tailed Deer,2013
7202,Negative,17202,Alberta,Male,White-tailed Deer,2013
7203,Negative,17203,Alberta,Female,White-tailed Deer,2013
7204,Negative,17204,Alberta,Female,Mule Deer,2013
7205,Negative,17205,Alberta,Male,Mule Deer,2013
7206,Negative,17206,Alberta,Male,White-tailed Deer,2013
7207,Negative,17207,Alberta,Female,Mule Deer,2013
7208,Negative,17208,Alberta,Female,Mule Deer,2013
7209,Negative,17209,Alberta,Male,Mule Deer,2013
7210,Negative,17210,Alberta,Male,White-tailed Deer,2013
7211,Negative,17211,Alberta,Male,White-tailed Deer,2013
7212,Negative,17212,Alberta,Female,White-tailed Deer,2013
7213,Negative,17213,Alberta,Male,White-tailed Deer,2013
7214,Negative,17214,Alberta,Male,Mule Deer,2013
7215,Negative,17215,Alberta,Female,Mule Deer,2013
7216,Negative,17216,Alberta,Male,White-tailed Deer,2013
7217,Negative,17217,Alberta,Male,Mule Deer,2013
7218,Negative,17218,Alberta,Male,White-tailed Deer,2013
7219,Negative,17219,Alberta,Male,Mule Deer,2013
7220,Negative,17220,Alberta,Male,White-tailed Deer,2013
7221,Negative,17221,Alberta,Male,White-tailed Deer,2013
7222,Negative,17222,Alberta,Female,White-tailed Deer,2013
7223,Negative,17223,Alberta,Male,White-tailed Deer,2013
7224,Negative,17224,Alberta,Female,White-tailed Deer,2013
7225,Negative,17225,Alberta,Female,White-tailed Deer,2013
7226,Negative,17226,Alberta,Male,Mule Deer,2013
7227,Negative,17227,Alberta,Male,Mule Deer,2013
7228,Negative,17228,Alberta,Male,Mule Deer,2013
7229,Negative,17229,Alberta,Male,Mule Deer,2013
7230,Negative,17230,Alberta,Male,White-tailed Deer,2013
7231,Negative,17231,Alberta,Male,Mule Deer,2013
7232,Negative,17232,Alberta,Male,Mule Deer,2013
7233,Negative,17233,Alberta,Female,Mule Deer,2013
7234,Negative,17234,Alberta,Female,White-tailed Deer,2013
7235,Negative,17235,Alberta,Male,Mule Deer,2013
7236,Negative,17236,Alberta,Male,White-tailed Deer,2013
7237,Negative,17237,Alberta,Female,White-tailed Deer,2013
7238,Negative,17238,Alberta,Female,Mule Deer,2013
7239,Negative,17239,Alberta,Female,Mule Deer,2013
7240,Negative,17240,Alberta,Male,Mule Deer,2013
7241,Negative,17241,Alberta,Male,White-tailed Deer,2013
7242,Negative,17242,Alberta,Female,White-tailed Deer,2013
7243,Negative,17243,Alberta,Female,White-tailed Deer,2013
7244,Negative,17244,Alberta,Male,White-tailed Deer,2013
7245,Negative,17245,Alberta,Male,Mule Deer,2013
7246,Negative,17246,Alberta,Male,Mule Deer,2013
7247,Negative,17247,Alberta,Male,Mule Deer,2013
7248,Negative,17248,Alberta,Female,Mule Deer,2013
7249,Negative,17249,Alberta,Male,White-tailed Deer,2013
7250,Negative,17250,Alberta,Male,Mule Deer,2013
7251,Negative,17251,Alberta,Male,Mule Deer,2013
7252,Negative,17252,Alberta,Female,Mule Deer,2013
7253,Negative,17253,Saskatchewan,Male,White-tailed Deer,2013
7254,Negative,17254,Alberta,Female,Mule Deer,2013
7255,Negative,17255,Saskatchewan,Female,White-tailed Deer,2013
7256,Negative,17256,Alberta,Female,Mule Deer,2013
7257,Negative,17257,Alberta,Female,Mule Deer,2013
7258,Negative,17258,Alberta,Female,White-tailed Deer,2013
7259,Negative,17259,Alberta,Female,Mule Deer,2013
7260,Negative,17260,Alberta,Female,Mule Deer,2013
7261,Negative,17261,Alberta,Female,White-tailed Deer,2013
7262,Negative,17262,Alberta,Male,Mule Deer,2013
7263,Negative,17263,Alberta,Female,Mule Deer,2013
7264,Negative,17264,Alberta,Female,Mule Deer,2013
7265,Negative,17265,Alberta,Male,Mule Deer,2013
7266,Negative,17266,Alberta,Female,Mule Deer,2013
7267,Negative,17267,Alberta,Female,Mule Deer,2013
7268,Negative,17268,Alberta,Female,Mule Deer,2013
7269,Negative,17269,Alberta,Male,White-tailed Deer,2013
7270,Negative,17270,Alberta,Female,Mule Deer,2013
7271,Negative,17271,Alberta,Female,Mule Deer,2013
7272,Negative,17272,Alberta,Male,White-tailed Deer,2013
7273,Negative,17273,Saskatchewan,Male,Mule Deer,2013
7274,Negative,17274,Alberta,Female,Mule Deer,2013
7275,Negative,17275,Saskatchewan,Male,White-tailed Deer,2013
7276,Negative,17276,Saskatchewan,Female,Mule Deer,2013
7277,Negative,17277,Saskatchewan,Male,Mule Deer,2013
7278,Negative,17278,Alberta,Female,Mule Deer,2013
7279,Negative,17279,Alberta,Female,Mule Deer,2013
7280,Negative,17280,Alberta,Female,Mule Deer,2013
7281,Negative,17281,Saskatchewan,Female,Mule Deer,2013
7282,Negative,17282,Saskatchewan,Female,Mule Deer,2013
7283,Negative,17283,Saskatchewan,Female,Mule Deer,2013
7284,Negative,17284,Saskatchewan,Female,White-tailed Deer,2013
7285,Negative,17285,Saskatchewan,Female,Mule Deer,2013
7286,Negative,17286,Saskatchewan,Male,White-tailed Deer,2013
7287,Negative,17287,Alberta,Female,Mule Deer,2013
7288,Negative,17288,Alberta,Female,Mule Deer,2013
7289,Negative,17289,Alberta,Male,Mule Deer,2013
7290,Negative,17290,Alberta,Male,Mule Deer,2013
7291,Negative,17291,Alberta,Male,Mule Deer,2013
7292,Negative,17292,Alberta,Male,Mule Deer,2013
7293,Negative,17293,Alberta,Female,White-tailed Deer,2013
7294,Negative,17294,Alberta,Female,White-tailed Deer,2013
7295,Negative,17295,Alberta,Male,White-tailed Deer,2013
7296,Negative,17296,Alberta,Female,Mule Deer,2013
7297,Negative,17297,Alberta,Female,Mule Deer,2013
7298,Negative,17298,Alberta,Female,Mule Deer,2013
7299,Negative,17299,Alberta,Female,Mule Deer,2013
7300,Negative,17300,Alberta,Female,White-tailed Deer,2013
7301,Negative,17301,Alberta,Male,White-tailed Deer,2013
7302,Negative,17302,Alberta,Female,Mule Deer,2013
7303,Negative,17303,Alberta,Male,Mule Deer,2013
7304,Negative,17304,Saskatchewan,Male,Mule Deer,2013
7305,Negative,17305,Saskatchewan,Female,Mule Deer,2013
7306,Negative,17306,Alberta,Female,Mule Deer,2013
7307,Negative,17307,Alberta,Female,Mule Deer,2013
7308,Negative,17308,Saskatchewan,Male,White-tailed Deer,2013
7309,Negative,17309,Alberta,Male,Mule Deer,2013
7310,Negative,17310,Alberta,Female,Mule Deer,2013
7311,Negative,17311,Saskatchewan,Female,Mule Deer,2013
7312,Negative,17312,Saskatchewan,Male,White-tailed Deer,2013
7313,Negative,17313,Alberta,Female,Mule Deer,2013
7314,Negative,17314,Alberta,Female,Mule Deer,2013
7315,Negative,17315,Alberta,Female,Mule Deer,2013
7316,Negative,17316,Alberta,Female,Mule Deer,2013
7317,Negative,17317,Alberta,Female,Mule Deer,2013
7318,Negative,17318,Alberta,Female,Mule Deer,2013
7319,Negative,17319,Alberta,Male,Mule Deer,2013
7320,Negative,17320,Alberta,Female,Mule Deer,2013
7321,Negative,17321,Alberta,Female,Mule Deer,2013
7322,Negative,17322,Alberta,Female,Mule Deer,2013
7323,Negative,17323,Alberta,Female,Mule Deer,2013
7324,Negative,17324,Alberta,Female,Mule Deer,2013
7325,Negative,17325,Alberta,Female,Mule Deer,2013
7326,Negative,17326,Alberta,Female,Mule Deer,2013
7327,Negative,17327,Alberta,Female,Mule Deer,2013
7328,Negative,17328,Alberta,Female,Mule Deer,2013
7329,Negative,17329,Alberta,Female,White-tailed Deer,2013
7330,Negative,17330,Alberta,Female,Mule Deer,2013
7331,Negative,17331,Alberta,Male,White-tailed Deer,2013
7332,Negative,17332,Alberta,Male,Mule Deer,2013
7333,Negative,17333,Alberta,Male,Mule Deer,2013
7334,Negative,17334,Alberta,Male,Mule Deer,2013
7335,Negative,17335,Alberta,Male,Mule Deer,2013
7336,Negative,17336,Alberta,Male,Mule Deer,2013
7337,Negative,17337,Alberta,Male,Mule Deer,2013
7338,Negative,17338,Alberta,Male,Mule Deer,2013
7339,Negative,17339,Alberta,Male,White-tailed Deer,2013
7340,Negative,17340,Alberta,Female,White-tailed Deer,2013
7341,Negative,17341,Alberta,Female,White-tailed Deer,2013
7342,Negative,17342,Alberta,Female,Mule Deer,2013
7343,Negative,17343,Alberta,Male,Mule Deer,2013
7344,Negative,17344,Alberta,Female,Mule Deer,2013
7345,Negative,17345,Saskatchewan,Male,White-tailed Deer,2013
7346,Negative,17346,Alberta,Male,Mule Deer,2013
7347,Negative,17347,Alberta,Male,White-tailed Deer,2013
7348,Negative,17348,Alberta,Male,Mule Deer,2013
7349,Negative,17349,Alberta,Female,White-tailed Deer,2013
7350,Negative,17350,Alberta,Female,Mule Deer,2013
7351,Negative,17351,Alberta,Male,Mule Deer,2013
7352,Negative,17352,Alberta,Male,White-tailed Deer,2013
7353,Negative,17353,Alberta,Male,Mule Deer,2013
7354,Negative,17354,Alberta,Male,Mule Deer,2013
7355,Negative,17355,Alberta,Male,White-tailed Deer,2013
7356,Negative,17356,Alberta,Male,White-tailed Deer,2013
7357,Negative,17357,Alberta,Female,White-tailed Deer,2013
7358,Negative,17358,Alberta,Male,Mule Deer,2013
7359,Negative,17359,Alberta,Male,White-tailed Deer,2013
7360,Negative,17360,Alberta,Female,Mule Deer,2013
7361,Negative,17361,Alberta,Female,White-tailed Deer,2013
7362,Negative,17362,Alberta,Male,Mule Deer,2013
7363,Negative,17363,Alberta,Female,Mule Deer,2013
7364,Negative,17364,Alberta,Female,Mule Deer,2013
7365,Negative,17365,Alberta,Female,Mule Deer,2013
7366,Negative,17366,Alberta,Female,Mule Deer,2013
7367,Negative,17367,Alberta,Male,Mule Deer,2013
7368,Negative,17368,Alberta,Female,Mule Deer,2013
7369,Negative,17369,Alberta,Female,Mule Deer,2013
7370,Negative,17370,Alberta,Female,Mule Deer,2013
7371,Negative,17371,Alberta,Female,Mule Deer,2013
7372,Negative,17372,Alberta,Male,Mule Deer,2013
7373,Negative,17373,Alberta,Male,Mule Deer,2013
7374,Negative,17374,Alberta,Female,Mule Deer,2013
7375,Negative,17375,Alberta,Male,Mule Deer,2013
7376,Negative,17376,Alberta,Male,White-tailed Deer,2013
7377,Negative,17377,Alberta,Female,Mule Deer,2013
7378,Negative,17378,Alberta,Female,White-tailed Deer,2013
7379,Negative,17379,Alberta,Female,White-tailed Deer,2013
7380,Negative,17380,Alberta,Female,Mule Deer,2013
7381,Negative,17381,Alberta,Female,Mule Deer,2013
7382,Negative,17382,Alberta,Female,Mule Deer,2013
7383,Negative,17383,Alberta,Male,Mule Deer,2013
7384,Negative,17384,Alberta,Female,Mule Deer,2013
7385,Negative,17385,Alberta,Male,Mule Deer,2013
7386,Negative,17386,Alberta,Female,Mule Deer,2013
7387,Negative,17387,Alberta,Male,White-tailed Deer,2013
7388,Negative,17388,Saskatchewan,Male,Mule Deer,2013
7389,Negative,17389,Alberta,Male,White-tailed Deer,2013
7390,Negative,17390,Alberta,Male,Mule Deer,2013
7391,Negative,17391,Alberta,Male,White-tailed Deer,2013
7392,Negative,17392,Alberta,Male,White-tailed Deer,2013
7393,Negative,17393,Alberta,Male,Mule Deer,2013
7394,Negative,17394,Alberta,Male,Mule Deer,2013
7395,Negative,17395,Alberta,Male,White-tailed Deer,2013
7396,Negative,17396,Alberta,Female,Mule Deer,2013
7397,Negative,17397,Alberta,Female,Mule Deer,2013
7398,Negative,17398,Alberta,Female,Mule Deer,2013
7399,Negative,17399,Alberta,Female,Mule Deer,2013
7400,Negative,17400,Alberta,Male,Mule Deer,2013
7401,Negative,17401,Alberta,Female,Mule Deer,2013
7402,Negative,17402,Alberta,Male,White-tailed Deer,2013
7403,Negative,17403,Alberta,Female,Mule Deer,2013
7404,Negative,17404,Alberta,Male,Mule Deer,2013
7405,Negative,17405,Alberta,Male,White-tailed Deer,2013
7406,Negative,17406,Alberta,Female,Mule Deer,2013
7407,Negative,17407,Alberta,Female,Mule Deer,2013
7408,Negative,17408,Alberta,Female,Mule Deer,2013
7409,Negative,17409,Alberta,Female,Mule Deer,2013
7410,Negative,17410,Alberta,Female,Mule Deer,2013
7411,Negative,17411,Alberta,Female,Mule Deer,2013
7412,Negative,17412,Alberta,Male,Mule Deer,2013
7413,Negative,17413,Alberta,Female,Mule Deer,2013
7414,Negative,17414,Alberta,Female,White-tailed Deer,2013
7415,Negative,17415,Alberta,Female,Mule Deer,2013
7416,Negative,17416,Alberta,Female,White-tailed Deer,2013
7417,Negative,17417,Alberta,Male,White-tailed Deer,2013
7418,Negative,17418,Alberta,Female,Mule Deer,2013
7419,Negative,17419,Alberta,Female,Mule Deer,2013
7420,Negative,17420,Alberta,Male,Mule Deer,2013
7421,Negative,17421,Alberta,Female,Mule Deer,2013
7422,Negative,17422,Alberta,Female,Mule Deer,2013
